country,sex,year,not_classified_000
pry,mf,2007,0.5630000233650208
pry,m,2007,0.18199999630451202
pry,f,2007,0.38100001215934753
pry,mf,2008,3.0360000133514404
pry,m,2008,0.9470000267028809
pry,f,2008,2.0889999866485596
pry,mf,2009,5.111000061035156
pry,m,2009,2.746999979019165
pry,f,2009,2.364000082015991
pry,mf,2010,3.375999927520752
pry,m,2010,1.5219999551773071
pry,f,2010,1.8539999723434448
pry,mf,2013,2.6740000247955322
pry,m,2013,1.2979999780654907
pry,f,2013,1.3760000467300415
pry,mf,2014,0.35600000619888306
pry,m,2014,0.35600000619888306
pry,f,2014,0.0
per,mf,1990,8.300000190734863
per,m,1990,0.0
per,f,1990,8.300000190734863
per,mf,1991,1.600000023841858
per,m,1991,0.8999999761581421
per,f,1991,0.800000011920929
per,mf,1992,2.0
per,m,1992,1.2000000476837158
per,f,1992,0.800000011920929
per,mf,1993,4.300000190734863
per,m,1993,3.0999999046325684
per,f,1993,1.2000000476837158
per,mf,1994,4.599999904632568
per,m,1994,2.5
per,f,1994,2.0999999046325684
per,mf,1995,7.0
per,m,1995,2.0
per,f,1995,5.0
per,mf,1996,268.29998779296875
per,m,1996,34.70000076293945
per,f,1996,233.60000610351562
per,mf,1997,315.20001220703125
per,m,1997,37.20000076293945
per,f,1997,278.0
per,mf,1998,339.1000061035156
per,m,1998,30.799999237060547
per,f,1998,308.29998779296875
per,mf,1999,395.70001220703125
per,m,1999,33.099998474121094
per,f,1999,362.6000061035156
per,mf,2000,522.5999755859375
per,m,2000,136.5
per,f,2000,386.20001220703125
per,mf,2001,420.20001220703125
per,m,2001,45.0
per,f,2001,375.20001220703125
per,mf,2002,5.699999809265137
per,m,2002,2.700000047683716
per,f,2002,3.0
per,mf,2003,1.600000023841858
per,m,2003,0.6000000238418579
per,f,2003,1.0
prt,mf,1994,0.2750000059604645
prt,m,1994,0.2750000059604645
prt,f,1994,0.0
prt,mf,1998,44.137001037597656
prt,m,1998,18.858999252319336
prt,f,1998,25.277999877929688
prt,mf,1999,41.915000915527344
prt,m,1999,19.91699981689453
prt,f,1999,21.999000549316406
prt,mf,2000,67.7020034790039
prt,m,2000,27.44099998474121
prt,f,2000,40.26100158691406
qat,mf,1997,0.10499999672174454
qat,m,1997,0.08699999749660492
qat,f,1997,0.017999999225139618
qat,mf,2004,0.1599999964237213
qat,m,2004,0.1599999964237213
qat,f,2004,0.0
qat,mf,2013,2.5320000648498535
qat,m,2013,1.4179999828338623
qat,f,2013,1.1139999628067017
reu,mf,2007,2.5999999046325684
reu,mf,2008,2.700000047683716
rwa,mf,1996,40.900001525878906
rwa,m,1996,21.600000381469727
rwa,f,1996,19.299999237060547
rwa,mf,2002,71.4469985961914
rwa,m,2002,34.4370002746582
rwa,f,2002,37.0099983215332
rwa,mf,2012,153.7259979248047
rwa,m,2012,75.40899658203125
rwa,f,2012,78.31700134277344
kna,mf,1991,0.3799999952316284
kna,m,1991,0.23000000417232513
kna,f,1991,0.14000000059604645
kna,mf,2001,0.5059999823570251
kna,m,2001,0.3019999861717224
kna,f,2001,0.20399999618530273
lca,mf,1993,1.3899999856948853
lca,m,1993,1.0099999904632568
lca,f,1993,0.3700000047683716
lca,mf,1994,0.6899999976158142
lca,m,1994,0.5600000023841858
lca,f,1994,0.11999999731779099
lca,mf,1995,0.14000000059604645
lca,m,1995,0.07999999821186066
lca,f,1995,0.05999999865889549
lca,mf,1996,1.4600000381469727
lca,m,1996,0.8700000047683716
lca,f,1996,0.5899999737739563
lca,mf,1997,1.4249999523162842
lca,m,1997,0.9049999713897705
lca,f,1997,0.5199999809265137
lca,mf,1998,1.100000023841858
lca,m,1998,0.7749999761581421
lca,f,1998,0.32499998807907104
lca,mf,1999,1.149999976158142
lca,m,1999,0.6549999713897705
lca,f,1999,0.5950000286102295
lca,mf,2000,1.2450000047683716
lca,m,2000,0.8349999785423279
lca,f,2000,0.30000001192092896
vct,mf,1980,0.19099999964237213
vct,m,1980,0.12399999797344208
vct,f,1980,0.06700000166893005
vct,mf,1991,0.07000000029802322
vct,m,1991,0.04800000041723251
vct,f,1991,0.02199999988079071
vct,mf,2001,0.5950000286102295
vct,mf,2008,2.1419999599456787
vct,m,2008,1.5499999523162842
vct,f,2008,0.9150000214576721
wsm,mf,2012,0.03999999910593033
wsm,m,2012,0.03999999910593033
wsm,f,2012,0.0
smr,mf,1995,0.7699999809265137
smr,m,1995,0.5929999947547913
smr,f,1995,0.1770000010728836
smr,mf,1996,0.7160000205039978
smr,m,1996,0.5559999942779541
smr,f,1996,0.1599999964237213
smr,mf,1997,0.7409999966621399
smr,m,1997,0.5709999799728394
smr,f,1997,0.17000000178813934
smr,mf,1998,0.7049999833106995
smr,m,1998,0.546999990940094
smr,f,1998,0.15800000727176666
smr,mf,1999,0.6570000052452087
smr,m,1999,0.49799999594688416
smr,f,1999,0.1589999943971634
stp,mf,1991,0.43299999833106995
stp,m,1991,0.29899999499320984
stp,f,1991,0.1340000033378601
sau,mf,2009,4.947000026702881
sau,m,2009,3.4059998989105225
sau,f,2009,1.5410000085830688
sau,mf,2013,9.793999671936035
sau,m,2013,9.454999923706055
sau,f,2013,0.33899998664855957
sen,mf,1991,131.21499633789062
sen,m,1991,113.08799743652344
sen,f,1991,18.12700080871582
sen,mf,2001,20.384000778198242
sen,m,2001,11.37399959564209
sen,f,2001,9.01099967956543
sen,mf,2011,730.22802734375
sen,m,2011,433.3949890136719
sen,f,2011,296.8340148925781
syc,mf,1987,1.399999976158142
syc,m,1987,0.800000011920929
syc,f,1987,0.6000000238418579
syc,mf,2011,0.23999999463558197
syc,m,2011,0.07999999821186066
syc,f,2011,0.1589999943971634
svk,mf,1994,0.10000000149011612
svk,m,1994,0.10000000149011612
svk,f,1994,0.0
svk,mf,1996,0.10000000149011612
svk,m,1996,0.10000000149011612
svk,f,1996,0.0
svk,mf,1997,0.800000011920929
svk,m,1997,0.30000001192092896
svk,f,1997,0.5
svk,mf,1998,2.928999900817871
svk,m,1998,1.0740000009536743
svk,f,1998,1.8550000190734863
svk,mf,1999,1.8320000171661377
svk,m,1999,0.3269999921321869
svk,f,1999,1.50600004196167
svk,mf,2000,2.5999999046325684
svk,m,2000,0.18299999833106995
svk,f,2000,2.4170000553131104
svk,mf,2001,2.187999963760376
svk,m,2001,0.49300000071525574
svk,f,2001,1.6950000524520874
svk,mf,2002,2.489000082015991
svk,m,2002,0.16699999570846558
svk,f,2002,2.322999954223633
svk,mf,2003,5.541999816894531
svk,m,2003,1.2369999885559082
svk,f,2003,4.304999828338623
svk,mf,2004,5.041999816894531
svk,m,2004,1.1759999990463257
svk,f,2004,3.865999937057495
svk,mf,2005,7.8520002365112305
svk,m,2005,1.3569999933242798
svk,f,2005,6.494999885559082
svk,mf,2006,9.623000144958496
svk,m,2006,2.450000047683716
svk,f,2006,7.172999858856201
svk,mf,2007,10.093999862670898
svk,m,2007,2.4079999923706055
svk,f,2007,7.685999870300293
svk,mf,2008,4.4039998054504395
svk,m,2008,0.7940000295639038
svk,f,2008,3.609999895095825
svk,mf,2009,0.30000001192092896
svk,m,2009,0.0729999989271164
svk,f,2009,0.2280000001192093
svk,mf,2010,0.30300000309944153
svk,m,2010,0.24300000071525574
svk,f,2010,0.05900000035762787
zaf,mf,2007,33.0
zaf,m,2007,18.0
zaf,f,2007,14.0
zaf,mf,2008,0.0
zaf,m,2008,0.0
zaf,f,2008,0.0
esp,mf,1986,68.5530014038086
esp,m,1986,49.97999954223633
esp,f,1986,18.572999954223633
esp,mf,1987,42.23899841308594
esp,m,1987,24.600000381469727
esp,f,1987,17.638999938964844
esp,mf,1988,26.30900001525879
esp,m,1988,14.756999969482422
esp,f,1988,11.552000045776367
esp,mf,1989,23.316999435424805
esp,m,1989,13.267999649047852
esp,f,1989,10.050000190734863
esp,mf,1990,31.37299919128418
esp,m,1990,20.08099937438965
esp,f,1990,11.291999816894531
esp,mf,1991,38.641998291015625
esp,m,1991,22.999000549316406
esp,f,1991,15.644000053405762
esp,mf,1992,116.39900207519531
esp,m,1992,59.62799835205078
esp,f,1992,56.770999908447266
esp,mf,1993,63.94599914550781
esp,m,1993,26.88800048828125
esp,f,1993,37.05799865722656
esp,mf,1994,30.968000411987305
esp,m,1994,17.739999771118164
esp,f,1994,13.22700023651123
esp,mf,1995,31.365999221801758
esp,m,1995,17.711999893188477
esp,f,1995,13.654000282287598
esp,mf,1996,30.33799934387207
esp,m,1996,13.984999656677246
esp,f,1996,16.35300064086914
esp,mf,1997,27.677000045776367
esp,m,1997,11.42199993133545
esp,f,1997,16.2549991607666
esp,mf,1998,23.238000869750977
esp,m,1998,8.96500015258789
esp,f,1998,14.27299976348877
esp,mf,1999,17.631000518798828
esp,m,1999,11.717000007629395
esp,f,1999,5.914000034332275
esp,mf,2000,17.101999282836914
esp,m,2000,9.972000122070312
esp,f,2000,7.129000186920166
esp,mf,2001,19.091999053955078
esp,m,2001,13.133999824523926
esp,f,2001,5.958000183105469
esp,mf,2002,24.23200035095215
esp,m,2002,11.843999862670898
esp,f,2002,12.38700008392334
esp,mf,2003,17.731000900268555
esp,m,2003,11.086000442504883
esp,f,2003,6.644999980926514
esp,mf,2004,15.33899974822998
esp,m,2004,8.673999786376953
esp,f,2004,6.664999961853027
esp,mf,2005,26.06599998474121
esp,m,2005,15.545999526977539
esp,f,2005,10.520000457763672
esp,mf,2006,17.80699920654297
esp,m,2006,11.003000259399414
esp,f,2006,6.803999900817871
esp,mf,2007,9.213000297546387
esp,m,2007,6.209000110626221
esp,f,2007,3.003999948501587
esp,mf,2008,12.14900016784668
esp,m,2008,8.324999809265137
esp,f,2008,3.8239998817443848
esp,mf,2009,10.730999946594238
esp,m,2009,8.10099983215332
esp,f,2009,2.630000114440918
esp,mf,2010,9.229999542236328
esp,m,2010,6.364999771118164
esp,f,2010,2.864000082015991
esp,mf,2011,7.7220001220703125
esp,m,2011,3.8429999351501465
esp,f,2011,3.878999948501587
esp,mf,2012,8.220000267028809
esp,m,2012,3.5959999561309814
esp,f,2012,4.624000072479248
esp,mf,2013,9.194999694824219
esp,m,2013,2.740000009536743
esp,f,2013,6.454999923706055
esp,mf,2014,7.314000129699707
esp,m,2014,4.614999771118164
esp,f,2014,2.6989998817443848
sur,mf,1993,0.9900000095367432
sur,mf,1994,2.819999933242798
sur,mf,1995,2.861999988555908
sur,m,1995,2.0850000381469727
sur,f,1995,0.7770000100135803
sur,mf,1996,1.7380000352859497
sur,m,1996,1.1319999694824219
sur,f,1996,0.6060000061988831
sur,mf,1997,3.3450000286102295
sur,m,1997,2.174999952316284
sur,f,1997,1.1699999570846558
sur,mf,1998,1.5789999961853027
sur,m,1998,0.9700000286102295
sur,f,1998,0.609000027179718
sur,mf,2013,0.1979999989271164
sur,m,2013,0.06400000303983688
sur,f,2013,0.13500000536441803
swz,mf,1997,2.617000102996826
swz,m,1997,1.3220000267028809
swz,f,1997,1.2949999570846558
swe,mf,1999,0.3149999976158142
swe,m,1999,0.3149999976158142
swe,f,1999,0.0
swe,mf,2000,0.43700000643730164
swe,m,2000,0.43700000643730164
swe,f,2000,0.0
swe,mf,2002,0.17800000309944153
swe,m,2002,0.09799999743700027
swe,f,2002,0.07900000363588333
swe,mf,2003,0.25999999046325684
swe,m,2003,0.12600000202655792
swe,f,2003,0.1340000033378601
swe,mf,2004,0.14100000262260437
swe,m,2004,0.14100000262260437
swe,f,2004,0.0
swe,mf,2005,0.28299999237060547
swe,m,2005,0.28299999237060547
swe,f,2005,0.0
swe,mf,2006,0.12800000607967377
swe,m,2006,0.05700000002980232
swe,f,2006,0.07100000232458115
swe,mf,2007,0.05900000035762787
swe,m,2007,0.05900000035762787
swe,f,2007,0.0
swe,mf,2008,0.07900000363588333
swe,m,2008,0.07900000363588333
swe,f,2008,0.0
swe,mf,2009,0.15000000596046448
swe,m,2009,0.07900000363588333
swe,f,2009,0.07100000232458115
swe,mf,2010,0.2329999953508377
swe,m,2010,0.2329999953508377
swe,f,2010,0.0
swe,mf,2011,0.05000000074505806
swe,m,2011,0.05000000074505806
swe,f,2011,0.0
swe,mf,2012,0.12800000607967377
swe,m,2012,0.12800000607967377
swe,f,2012,0.0
swe,mf,2013,0.04100000113248825
swe,m,2013,0.026000000536441803
swe,f,2013,0.014999999664723873
swe,mf,2014,0.1770000010728836
swe,m,2014,0.1770000010728836
swe,f,2014,0.0
syr,mf,2006,16.54599952697754
syr,m,2006,14.947999954223633
syr,f,2006,1.597000002861023
syr,mf,2007,11.534000396728516
syr,m,2007,10.355999946594238
syr,f,2007,1.1770000457763672
syr,mf,2008,0.4580000042915344
syr,m,2008,0.11699999868869781
syr,f,2008,0.3409999907016754
tza,mf,2013,1539.68505859375
tza,m,2013,719.9180297851562
tza,f,2013,819.7670288085938
tha,mf,2003,0.800000011920929
tha,m,2003,0.30000001192092896
tha,f,2003,0.5
tha,mf,2004,0.20000000298023224
tha,m,2004,0.0
tha,f,2004,0.20000000298023224
tls,mf,2010,0.9580000042915344
tls,m,2010,0.6940000057220459
tls,f,2010,0.2639999985694885
ton,mf,1996,0.07100000232458115
ton,m,1996,0.028999999165534973
ton,f,1996,0.041999999433755875
tto,mf,1987,4.099999904632568
tto,m,1987,3.0
tto,f,1987,1.100000023841858
tto,mf,1988,5.099999904632568
tto,m,1988,3.700000047683716
tto,f,1988,1.399999976158142
tto,mf,1989,3.9000000953674316
tto,m,1989,3.0
tto,f,1989,0.8999999761581421
tto,mf,1990,2.799999952316284
tto,m,1990,2.5999999046325684
tto,f,1990,0.20000000298023224
tto,mf,1991,3.5
tto,m,1991,2.9000000953674316
tto,f,1991,0.6000000238418579
tto,mf,1992,3.9000000953674316
tto,m,1992,2.9000000953674316
tto,f,1992,1.0
tto,mf,1993,4.900000095367432
tto,m,1993,3.9000000953674316
tto,f,1993,1.0
tto,mf,1994,4.900000095367432
tto,m,1994,3.4000000953674316
tto,f,1994,1.5
tto,mf,1995,5.699999809265137
tto,m,1995,4.400000095367432
tto,f,1995,1.2999999523162842
tto,mf,1996,5.5
tto,m,1996,4.199999809265137
tto,f,1996,1.2999999523162842
tto,mf,1997,6.900000095367432
tto,m,1997,4.900000095367432
tto,f,1997,2.0
tto,mf,1998,5.599999904632568
tto,m,1998,4.599999904632568
tto,f,1998,1.0
tto,mf,1999,4.900000095367432
tto,m,1999,3.5
tto,f,1999,1.399999976158142
tto,mf,2000,4.400000095367432
tto,m,2000,3.4000000953674316
tto,f,2000,1.0
tto,mf,2001,4.400000095367432
tto,m,2001,3.200000047683716
tto,f,2001,1.2000000476837158
tto,mf,2002,4.900000095367432
tto,m,2002,3.4000000953674316
tto,f,2002,1.5
tto,mf,2003,4.199999809265137
tto,m,2003,3.0
tto,f,2003,1.2000000476837158
tto,mf,2004,5.699999809265137
tto,m,2004,3.700000047683716
tto,f,2004,2.0
tto,mf,2005,5.199999809265137
tto,m,2005,2.700000047683716
tto,f,2005,2.5
tto,mf,2009,6.800000190734863
tto,m,2009,3.5999999046325684
tto,f,2009,3.200000047683716
tto,mf,2010,6.199999809265137
tto,m,2010,3.4000000953674316
tto,f,2010,2.799999952316284
tto,mf,2013,6.099999904632568
tto,m,2013,3.3499999046325684
tto,f,2013,2.75
tun,mf,1989,15.5
tun,m,1989,14.300000190734863
tun,f,1989,1.2000000476837158
tun,mf,1994,14.791000366210938
tun,m,1994,9.897000312805176
tun,f,1994,4.894000053405762
tun,mf,1999,11.699999809265137
tun,mf,2000,23.399999618530273
tun,mf,2001,1.7999999523162842
tun,mf,2002,2.5999999046325684
tun,mf,2003,5.400000095367432
tun,mf,2004,21.600000381469727
tun,mf,2005,7.0
tun,m,2005,6.5
tun,f,2005,0.5
tun,mf,2007,5.5
tun,m,2007,0.20000000298023224
tun,f,2007,5.300000190734863
tun,mf,2008,27.600000381469727
tun,m,2008,5.0
tun,f,2008,22.600000381469727
tun,mf,2010,1.2000000476837158
tun,m,2010,0.8999999761581421
tun,f,2010,0.30000001192092896
tun,mf,2011,1.399999976158142
tun,m,2011,1.100000023841858
tun,f,2011,0.30000001192092896
tun,mf,2013,5.099999904632568
tuv,mf,2002,0.003000000026077032
tuv,m,2002,0.003000000026077032
tuv,f,2002,0.0
uga,mf,2005,55.99700164794922
uga,mf,2013,26.541000366210938
uga,m,2013,8.956999778747559
uga,f,2013,17.583999633789062
are,mf,2005,0.6050000190734863
are,m,2005,0.4970000088214874
are,f,2005,0.1080000028014183
gbr,mf,1983,66.67900085449219
gbr,m,1983,41.17599868774414
gbr,f,1983,25.50200080871582
gbr,mf,1984,33.36399841308594
gbr,m,1984,18.61199951171875
gbr,f,1984,14.751999855041504
gbr,mf,1985,7.480000019073486
gbr,m,1985,4.388999938964844
gbr,f,1985,3.0920000076293945
gbr,mf,1986,2.8480000495910645
gbr,m,1986,1.7000000476837158
gbr,f,1986,1.1490000486373901
gbr,mf,1987,79.83300018310547
gbr,m,1987,47.345001220703125
gbr,f,1987,32.487998962402344
gbr,mf,1988,99.79900360107422
gbr,m,1988,64.9469985961914
gbr,f,1988,34.85200119018555
gbr,mf,1989,257.56298828125
gbr,m,1989,179.11099243164062
gbr,f,1989,78.4520034790039
gbr,mf,1990,270.5790100097656
gbr,m,1990,184.6699981689453
gbr,f,1990,85.90899658203125
gbr,mf,1991,264.0400085449219
gbr,m,1991,170.66799926757812
gbr,f,1991,93.37100219726562
gbr,mf,1992,127.76499938964844
gbr,m,1992,92.74400329589844
gbr,f,1992,35.020999908447266
gbr,mf,1993,121.04000091552734
gbr,m,1993,83.83399963378906
gbr,f,1993,37.20600128173828
gbr,mf,1994,116.15399932861328
gbr,m,1994,80.1510009765625
gbr,f,1994,36.00299835205078
gbr,mf,1995,90.00399780273438
gbr,m,1995,64.81900024414062
gbr,f,1995,25.184999465942383
gbr,mf,1996,87.92900085449219
gbr,m,1996,60.68600082397461
gbr,f,1996,27.243000030517578
gbr,mf,1997,60.8650016784668
gbr,m,1997,39.922000885009766
gbr,f,1997,20.94300079345703
gbr,mf,1998,60.111000061035156
gbr,m,1998,45.57699966430664
gbr,f,1998,14.534000396728516
gbr,mf,1999,52.016998291015625
gbr,m,1999,33.83300018310547
gbr,f,1999,18.18400001525879
gbr,mf,2000,37.76100158691406
gbr,m,2000,22.61400032043457
gbr,f,2000,15.147000312805176
gbr,mf,2001,45.755001068115234
gbr,m,2001,32.332000732421875
gbr,f,2001,13.42300033569336
gbr,mf,2002,35.03099822998047
gbr,m,2002,19.8700008392334
gbr,f,2002,15.16100025177002
gbr,mf,2003,32.435001373291016
gbr,m,2003,18.690000534057617
gbr,f,2003,13.744999885559082
gbr,mf,2004,49.20100021362305
gbr,m,2004,32.611000061035156
gbr,f,2004,16.59000015258789
gbr,mf,2005,43.13199996948242
gbr,m,2005,25.982999801635742
gbr,f,2005,17.14900016784668
gbr,mf,2006,37.3390007019043
gbr,m,2006,22.812999725341797
gbr,f,2006,14.526000022888184
gbr,mf,2007,46.82400131225586
gbr,m,2007,23.69700050354004
gbr,f,2007,23.12700080871582
gbr,mf,2008,62.8120002746582
gbr,m,2008,38.47999954223633
gbr,f,2008,24.332000732421875
gbr,mf,2009,66.54399871826172
gbr,m,2009,38.46699905395508
gbr,f,2009,28.07699966430664
gbr,mf,2010,86.51599884033203
gbr,m,2010,52.07500076293945
gbr,f,2010,34.44200134277344
gbr,mf,2011,66.15599822998047
gbr,m,2011,38.02199935913086
gbr,f,2011,28.132999420166016
gbr,mf,2012,134.41900634765625
gbr,m,2012,90.09100341796875
gbr,f,2012,44.32899856567383
gbr,mf,2013,147.5679931640625
gbr,m,2013,97.677001953125
gbr,f,2013,49.89099884033203
gbr,mf,2014,106.46600341796875
gbr,m,2014,66.2770004272461
gbr,f,2014,40.189998626708984
ury,mf,1998,2.9000000953674316
ury,m,1998,0.699999988079071
ury,f,1998,2.0999999046325684
ury,mf,1999,2.0999999046325684
ury,m,1999,0.6000000238418579
ury,f,1999,1.5
ury,mf,2000,1.899999976158142
ury,m,2000,0.5
ury,f,2000,1.399999976158142
ury,mf,2006,2.0
ury,m,2006,0.0
ury,f,2006,1.600000023841858
ury,mf,2007,3.0999999046325684
ury,m,2007,0.800000011920929
ury,f,2007,2.299999952316284
ury,mf,2008,2.247999906539917
ury,m,2008,1.684999942779541
ury,f,2008,0.5619999766349792
ury,mf,2009,2.688999891281128
ury,m,2009,1.6619999408721924
ury,f,2009,1.0260000228881836
ury,mf,2010,2.009000062942505
ury,m,2010,0.5230000019073486
ury,f,2010,1.4850000143051147
ury,mf,2011,1.9989999532699585
ury,m,2011,0.6710000038146973
ury,f,2011,1.3279999494552612
ury,mf,2012,2.068000078201294
ury,m,2012,0.7300000190734863
ury,f,2012,1.3380000591278076
ury,mf,2013,2.263000011444092
ury,m,2013,0.7009999752044678
ury,f,2013,1.562000036239624
vut,mf,2009,1.9709999561309814
vut,m,2009,1.2319999933242798
vut,f,2009,0.7390000224113464
ven,mf,2013,709.4580078125
ven,m,2013,505.7279968261719
ven,f,2013,203.72999572753906
vnm,mf,1996,137.1999969482422
vnm,m,1996,77.9000015258789
vnm,f,1996,59.20000076293945
vnm,mf,1997,117.9000015258789
vnm,m,1997,56.099998474121094
vnm,f,1997,61.900001525878906
vnm,mf,1998,65.0
vnm,m,1998,28.5
vnm,f,1998,36.5
vnm,mf,1999,271.0
vnm,m,1999,131.60000610351562
vnm,f,1999,139.39999389648438
vnm,mf,2000,499.1000061035156
vnm,m,2000,209.3000030517578
vnm,f,2000,289.70001220703125
vnm,mf,2001,564.2999877929688
vnm,m,2001,252.5
vnm,f,2001,311.79998779296875
vnm,mf,2002,343.3999938964844
vnm,m,2002,145.1999969482422
vnm,f,2002,198.1999969482422
vnm,mf,2003,326.29998779296875
vnm,m,2003,153.1999969482422
vnm,f,2003,173.10000610351562
vnm,mf,2004,1.2999999523162842
vnm,m,2004,0.699999988079071
vnm,f,2004,0.699999988079071
vnm,mf,2012,26.399999618530273
vnm,m,2012,9.75
vnm,f,2012,16.600000381469727
vnm,mf,2013,9.104000091552734
vnm,m,2013,3.36899995803833
vnm,f,2013,5.735000133514404
pse,mf,2002,0.4350000023841858
pse,m,2002,0.3959999978542328
pse,f,2002,0.03799999877810478
pse,mf,2003,0.18799999356269836
pse,m,2003,0.16599999368190765
pse,f,2003,0.020999999716877937
pse,mf,2008,0.1459999978542328
pse,m,2008,0.11100000143051147
pse,f,2008,0.03500000014901161
yem,mf,2005,68.69999694824219
yem,m,2005,37.869998931884766
yem,f,2005,30.829999923706055
zmb,mf,1980,17.156999588012695
zmb,m,1980,6.375999927520752
zmb,f,1980,10.781000137329102
zmb,mf,1990,53.3129997253418
zmb,m,1990,31.327999114990234
zmb,f,1990,21.985000610351562
zmb,mf,1991,130.3090057373047
zmb,m,1991,65.84700012207031
zmb,f,1991,64.46199798583984
zmb,mf,1996,22.027999877929688
zmb,m,1996,17.81999969482422
zmb,f,1996,4.208000183105469
zmb,mf,1998,18.0
zmb,m,1998,11.5649995803833
zmb,f,1998,6.434999942779541
zmb,mf,2003,68.5790023803711
zmb,mf,2008,25.167999267578125
zmb,mf,2010,73.0
zmb,mf,2012,16.660999298095703
zmb,m,2012,8.684000015258789
zmb,f,2012,7.9770002365112305
zwe,mf,2011,5.295000076293945
zwe,m,2011,2.7950000762939453
zwe,f,2011,2.5
